,id,name,symbol,slug,num_market_pairs,date_added,tags,max_supply,circulating_supply,total_supply,platform,is_active,infinite_supply,cmc_rank,is_fiat,self_reported_circulating_supply,self_reported_market_cap,tvl_ratio,last_updated,quote.USD.price,quote.USD.volume_24h,quote.USD.volume_change_24h,quote.USD.percent_change_1h,quote.USD.percent_change_24h,quote.USD.percent_change_7d,quote.USD.percent_change_30d,quote.USD.percent_change_60d,quote.USD.percent_change_90d,quote.USD.market_cap,quote.USD.market_cap_dominance,quote.USD.fully_diluted_market_cap,quote.USD.tvl,quote.USD.last_updated,category,platform.id,platform.name,platform.symbol,platform.slug,platform.token_address
0,29920,SLERF,SLERF,slerf,85,2024-03-18T09:28:39.000Z,"['memes', 'solana-ecosystem', 'presale-memes']",499997750.5,499997750.0,499997750.0,SOL,1,False,287.0,0,499997750.5,199440796.027299,,2024-04-14T23:33:00.000Z,0.3988833866309544,229319918.5219993,69.6037,1.72612656,58.55682341,-4.9503042,-39.47272718,-39.47272718,-39.47272718,199440795.8278573,0.0,199440796.03,,2024-04-14T23:33:00.000Z,Presale Memes,,,,,
1,30109,Pundu,PUNDU,pundu,20,2024-03-27T04:30:58.000Z,"['memes', 'presale-memes']",,0.0,999967975.0,SOL,1,False,2490.0,0,995917144.2025213,15588844.222884784,,2024-04-14T23:33:00.000Z,0.01565275215275817,9782860.71665261,9.0249,3.06070342,12.63908014,-23.57984399,-57.9272524,-57.9272524,-57.9272524,0.0,0.0,15652250.87,,2024-04-14T23:33:00.000Z,Presale Memes,,,,,
0,5805,Avalanche,AVAX,avalanche,708,2020-07-13T00:00:00.000Z,"['defi', 'smart-contracts', 'three-arrows-capital-portfolio', 'polychain-capital-portfolio', 'avalanche-ecosystem', 'cms-holdings-portfolio', 'dragonfly-capital-portfolio', 'moonriver-ecosystem', 'injective-ecosystem', 'real-world-assets', 'layer-1']",715748719.0,377911552.0019369,436601192.0019369,,1,False,11.0,0,,,,2024-04-14T23:33:00.000Z,37.74199815165676,1197862724.5107298,-19.6173,0.35822198,11.02906721,-22.25242633,-34.98378054,-10.77685242,6.12069599,14263137097.14684,0.5976,27013786829.55,,2024-04-14T23:33:00.000Z,Real World Assets,,,,,
1,1975,Chainlink,LINK,chainlink,1726,2017-09-20T00:00:00.000Z,"['platform', 'defi', 'oracles', 'smart-contracts', 'substrate', 'polkadot', 'polkadot-ecosystem', 'avalanche-ecosystem', 'solana-ecosystem', 'framework-ventures-portfolio', 'polygon-ecosystem', 'fantom-ecosystem', 'cardano-ecosystem', 'web3', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'cardano', 'injective-ecosystem', 'optimism-ecosystem', 'real-world-assets', 'celsius-bankruptcy-estate']",1000000000.0,587099970.4527867,1000000000.0,,1,False,16.0,0,,,,2024-04-14T23:33:00.000Z,14.218053479533072,734868280.3659813,-27.8361,1.42373202,6.63224315,-20.47526015,-27.33110164,-29.97352861,-6.41445377,8347418777.730007,0.3497,14218053479.53,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x514910771af9ca656af840dff83e8264ecf986ca
2,8916,Internet Computer,ICP,internet-computer,231,2021-03-23T00:00:00.000Z,"['platform', 'distributed-computing', 'collectibles-nfts', 'defi', 'privacy', 'interoperability', 'smart-contracts', 'dao', 'wallet', 'storage', 'polychain-capital-portfolio', 'governance', 'launchpad', 'lending-borowing', 'metaverse', 'electric-capital-portfolio', 'fenbushi-capital-portfolio', 'hashkey-capital-portfolio', 'a16z-portfolio', 'multicoin-capital-portfolio', 'exnetwork-capital-portfolio', 'web3', 'internet-computer-ecosystem', 'bitcoin-ecosystem', 'real-world-assets', 'layer-1', 'sec-security-token', 'alleged-sec-securities', 'depin']",,462684475.89658403,517706433.09566027,,1,True,19.0,0,462684517.1514524,6013041182.434849,,2024-04-14T23:33:00.000Z,12.995985297832163,226645906.2827174,-26.8281,1.58024971,4.36835534,-23.78804286,1.42412388,-4.2847887,0.53897144,6013040646.287186,0.2519,6728105193.1,,2024-04-14T23:33:00.000Z,Real World Assets,8916.0,ICP,ICP,internet-computer,ryjl3-tyaaa-aaaaa-aaaba-cai
3,3077,VeChain,VET,vechain,282,2017-08-22T00:00:00.000Z,"['logistics', 'data-provenance', 'iot', 'smart-contracts', 'fenbushi-capital-portfolio', 'real-world-assets']",86712634466.0,72714516834.0,85985041177.0,,1,False,37.0,0,72714516834.0,3138183127.1005926,,2024-04-14T23:33:00.000Z,0.04315758755936937,150743574.80352354,-44.6161,0.05687387,6.10706502,1.51239948,-3.03659726,20.43010197,42.4447214,3138183127.1005926,0.1315,3742308114.47,,2024-04-14T23:33:00.000Z,Real World Assets,,,,,
4,1518,Maker,MKR,maker,468,2017-01-29T00:00:00.000Z,"['store-of-value', 'defi', 'dao', 'polychain-capital-portfolio', 'governance', 'lending-borowing', 'dragonfly-capital-portfolio', 'electric-capital-portfolio', 'a16z-portfolio', '1confirmation-portfolio', 'placeholder-ventures-portfolio', 'pantera-capital-portfolio', 'paradigm-portfolio', 'near-protocol-ecosystem', 'arbitrum-ecosytem', 'spartan-group', 'bnb-chain', 'real-world-assets', 'standard-crypto-portfolio']",1005577.0,924709.71575451,977631.03695089,,1,False,42.0,0,,,0.5039353,2024-04-14T23:33:00.000Z,3076.075238091234,153607565.96739197,-11.144,-0.18511,9.33373891,-15.08302365,9.42909222,47.2857081,52.8924012,2844476659.054832,0.1192,3093230509.69,5644527509.07288,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x9f8f72aa9304c8b593d555f12ef6589cc3a579a2
5,21159,Ondo,ONDO,ondo-finance,114,2024-01-18T12:06:25.000Z,"['ethereum-ecosystem', 'real-world-assets']",,1389759838.4783604,10000000000.0,,1,False,73.0,0,1426647567.0,1305997096.1535347,,2024-04-14T23:34:00.000Z,0.9154307807777832,711768275.4804633,-1.2958,0.86109536,15.8292754,14.40114469,76.21690675,224.19051214,466.16510603,1272228934.0318513,0.0533,9154307807.78,,2024-04-14T23:34:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0xfAbA6f8e4a5E8Ab82F62fe7C39859FA577269BE3
6,2586,Synthetix,SNX,synthetix,592,2018-03-14T00:00:00.000Z,"['services', 'decentralized-exchange-dex-token', 'defi', 'derivatives', 'dao', 'yield-farming', 'coinbase-ventures-portfolio', 'three-arrows-capital-portfolio', 'governance', 'synthetics', 'defiance-capital-portfolio', 'framework-ventures-portfolio', 'alameda-research-portfolio', 'parafi-capital', 'paradigm-portfolio', 'fantom-ecosystem', 'spartan-group', 'bnb-chain', 'optimism-ecosystem', 'real-world-assets', 'dwf-labs-portfolio', 'celsius-bankruptcy-estate']",,327769196.1395232,328193104.0887736,,1,False,88.0,0,,,,2024-04-14T23:34:00.000Z,2.9957617302556954,72163077.4509979,-27.5221,1.59906898,6.25684067,-24.8844368,-30.06758622,-18.09573954,-15.69128782,981918414.1514565,0.0411,983188341.36,,2024-04-14T23:34:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0xc011a73ee8576fb46f5e1c5751ca3b9fe0af2a6f
7,12387,Ribbon Finance,RBN,ribbon-finance,88,2021-10-07T12:24:29.000Z,"['derivatives', 'coinbase-ventures-portfolio', 'real-world-assets']",,537093440.461139,1000000000.0,,1,False,114.0,0,336479659.74,406477255.35107577,,2024-04-14T23:34:00.000Z,1.208029203504198,7372273.39236993,-22.8302,-0.52927139,-2.24231355,-27.96876944,-16.00095332,139.69730668,191.26946817,648824561.087599,0.0272,1208029203.5,,2024-04-14T23:34:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x6123b0049f904d730db3c36a31167d9d4121fa6b
8,6536,MANTRA,OM,mantra,143,2020-08-11T00:00:00.000Z,"['defi', 'dao', 'kenetic-capital-portfolio', 'exnetwork-capital-portfolio', 'polygon-ecosystem', 'bnb-chain', 'real-world-assets']",,793991274.236702,888888888.0,,1,False,122.0,0,109180888.0,80246912.78726256,642.43741784,2024-04-14T23:34:00.000Z,0.7349904755057731,56340362.14072453,-41.2805,0.27422635,-1.92806262,2.8382558,69.87423603,160.30762286,1008.96499244,583576024.1986682,0.0244,653324866.46,908378.01161,2024-04-14T23:34:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x3593d125a4f7849a1b059e64f4517a86dd60c95d
9,2634,XDC Network,XDC,xdc-network,90,2018-04-12T00:00:00.000Z,"['enterprise-solutions', 'masternodes', 'smart-contracts', 'xdc-ecosystem', 'real-world-assets', 'layer-1']",,13908840355.95,37908840355.95,,1,False,130.0,0,13908846810.6,518054625.5498933,,2024-04-14T23:34:00.000Z,0.037246411050776786,9519961.86426668,-7.7253,-0.04007868,1.96000015,-17.43930191,-20.96096051,-15.46258794,-24.2883524,518054385.1373462,0.0217,1411968250.36,,2024-04-14T23:34:00.000Z,Real World Assets,,,,,
10,20362,Polymesh,POLYX,polymesh,65,2022-05-30T12:38:57.000Z,['real-world-assets'],,842084682.846754,1042383433.977242,,1,True,167.0,0,521874157.075662,248641437.9192356,,2024-04-14T23:33:00.000Z,0.47643945297560925,241174987.93278736,42.4081,3.0454375,21.985103,-15.01851296,90.35762769,178.69398606,179.91949115,401202365.6546469,0.0168,496632593.07,,2024-04-14T23:33:00.000Z,Real World Assets,,,,,
11,6748,Centrifuge,CFG,centrifuge,24,2020-08-28T00:00:00.000Z,"['ethereum-ecosystem', 'substrate', 'polkadot', 'polkadot-ecosystem', 'real-world-assets', 'sei-ecosystem']",,490984660.0,545123730.0,,1,False,166.0,0,60000000.0,49135381.99107127,,2024-04-14T23:34:00.000Z,0.8189230331845211,2891945.62812261,-15.6255,4.51556914,17.0489524,-12.96122705,24.52274863,23.8810792,26.3981677,402078647.0142708,0.0168,446414378.43,,2024-04-14T23:34:00.000Z,Real World Assets,,,,,
12,2467,OriginTrail,TRAC,origintrail,57,2018-01-25T00:00:00.000Z,"['marketplace', 'logistics', 'ai-big-data', 'enterprise-solutions', 'distributed-computing', 'data-provenance', 'privacy', 'interoperability', 'smart-contracts', 'ethereum-ecosystem', 'polkadot-ecosystem', 'polygon-ecosystem', 'web3', 'open-source', 'desci', 'generative-ai', 'real-world-assets', 'layer-1', 'depin']",,402324425.462,500000000.0,,1,False,169.0,0,,,,2024-04-14T23:34:00.000Z,0.9784438278043909,3373523.19461139,-27.509,-0.07591668,5.2382748,-9.88922992,-17.6263911,25.27541034,46.63795899,393651850.8682416,0.0165,489221913.9,,2024-04-14T23:34:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0xaa7a9ca87d3694b5755f213b5d04094b8d0f0a6f
13,1974,Propy,PRO,propy,25,2017-09-19T00:00:00.000Z,"['real-estate', 'escrow', 'smart-contracts', 'arrington-xrp-capital-portfolio', 'real-world-assets']",,100000000.0,100000000.0,,1,False,225.0,0,,,,2024-04-14T23:33:00.000Z,3.3295797091579464,14766715.55485373,-27.8265,2.43769931,1.20478834,25.7270267,201.34400551,581.00455205,566.99241246,332957970.9157947,0.0,332957970.92,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x226bb599a12c826476e3a771454697ea52e9e220
14,3964,Reserve Rights,RSR,reserve-rights,205,2019-05-24T00:00:00.000Z,"['store-of-value', 'defi', 'coinbase-ventures-portfolio', 'dcg-portfolio', 'real-world-assets']",100000000000.0,50600000000.0,100000000000.0,,1,False,191.0,0,,,,2024-04-14T23:33:00.000Z,0.006453013354678326,30685360.30487965,-44.0405,2.78044463,13.64934839,-32.80666518,-6.64001163,149.56816616,148.39007198,326522475.7467233,0.0137,645301335.47,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x320623b8e4ff03373931769a31fc52a4e78b5d70
15,9258,Chia,XCH,chia-network,59,2021-04-16T00:00:00.000Z,"['real-world-assets', 'layer-1']",,10268544.0,31268544.0,,1,False,193.0,0,10268645.0,325543805.1486565,,2024-04-14T23:33:00.000Z,31.702703243578533,9754412.76716349,-23.5692,0.62753055,0.53870915,-18.4323675,-25.20666922,-5.64753507,-7.40519802,325540603.1756289,0.0136,991297371.29,,2024-04-14T23:33:00.000Z,Real World Assets,,,,,
16,3978,Chromia,CHR,chromia,160,2019-05-28T00:00:00.000Z,"['platform', 'enterprise-solutions', 'collectibles-nfts', 'defi', 'gaming', 'ethereum-ecosystem', 'metaverse', 'chromia-ecosystem', 'web3', 'bnb-chain', 'real-world-assets', 'layer-1', 'modular-blockchain']",978064789.0,812434439.326204,812434439.326204,,1,False,232.0,0,,,,2024-04-14T23:33:00.000Z,0.34098903426883326,16989792.81779253,-34.942,1.27272561,6.94156015,-23.45579913,-16.39644093,-4.34626861,36.17893947,277031234.87258327,0.0116,333509367.85,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x8a2279d4a90b6fe1c4b30fa660cc9f926797baa2
17,5198,Creditcoin,CTC,creditcoin,46,2020-01-31T00:00:00.000Z,"['real-world-assets', 'dwf-labs-portfolio']",600000000.0,331783609.0,549585921.0,,1,False,245.0,0,,,,2024-04-14T23:33:00.000Z,0.7442155814993229,82970962.87436262,182.7196,0.42443607,21.52132016,-15.71387233,-15.8391923,35.29724305,33.89069084,246918531.50387898,0.0104,446529348.9,,2024-04-14T23:33:00.000Z,Real World Assets,,,,,
18,1214,Lisk,LSK,lisk,105,2016-04-06T00:00:00.000Z,"['layer-2', 'real-world-assets', 'depin']",,128900444.52198455,144818773.0,,1,True,296.0,0,142446483.26846483,210875925.78161153,,2024-04-14T23:33:00.000Z,1.4803870263625931,15383871.8679045,-44.853,1.29850322,7.61199895,-23.4756541,-22.51041583,8.32733683,33.70245321,190822545.7627171,0.008,214387832.72,,2024-04-14T23:33:00.000Z,Real World Assets,,,,,
19,4092,Dusk,DUSK,dusk,128,2019-07-11T00:00:00.000Z,"['pos', 'marketplace', 'enterprise-solutions', 'privacy', 'zero-knowledge-proofs', 'smart-contracts', 'real-world-assets', 'layer-1']",,421164409.31632507,500000000.0,,1,False,324.0,0,380663707.0,143466472.30690843,,2024-04-14T23:33:00.000Z,0.37688508168420803,31694808.85280306,6.2138,1.69619654,16.25290808,-24.91629429,-0.10636993,10.24041139,105.38202784,158730582.8076644,0.0067,188442540.84,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x940a2db1b7008b6c776d4faaca729d6d4a4aa551
20,7288,Venus,XVS,venus,198,2020-10-05T00:00:00.000Z,"['defi', 'ethereum-ecosystem', 'yield-farming', 'binance-launchpool', 'lending-borowing', 'bnb-chain', 'real-world-assets']",30000000.0,15775674.59712611,30000000.0,,1,False,332.0,0,,,0.09890095,2024-04-14T23:33:00.000Z,9.630843206227324,25818455.77268603,-27.178,0.88479724,0.48865208,-40.03697302,-37.76935946,-14.0738307,-18.79619846,151933048.51738498,0.0064,288925296.19,1536214291.13343,2024-04-14T23:33:00.000Z,Real World Assets,1839.0,BNB Smart Chain (BEP20),BNB,bnb,0xcf6bb5389c92bdda8a3747ddb454cb7a64626c63
21,7533,Oraichain,ORAI,oraichain-token,53,2020-10-27T00:00:00.000Z,"['cosmos-ecosystem', 'ai-big-data', 'defi', 'oracles', 'research', 'injective-ecosystem', 'bnb-chain', 'generative-ai', 'real-world-assets', 'layer-1', 'dwf-labs-portfolio']",19779272.0,12706080.0,16779272.0,,1,False,340.0,0,15845457.0,183161605.11925557,,2024-04-14T23:33:00.000Z,11.559250397085775,5916247.07043312,-17.9758,1.30647475,3.96162402,-20.00628656,-32.64225772,55.50526434,77.59378176,146872760.2854036,0.0,228633557.72,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x4c11249814f11b9346808179cf06e71ac328c1b5
22,23825,AllianceBlock Nexera,NXRA,allianceblock-nexera,34,2023-03-08T08:04:07.000Z,['real-world-assets'],850000000.0,768104190.5390188,850000000.0,,1,False,344.0,0,732500000.0,134972955.7712815,,2024-04-14T23:33:00.000Z,0.18426342084816588,1378518.35142823,-27.2692,1.71158174,3.5830025,-20.35801486,15.53347997,37.55215965,19.01686295,141533505.716531,0.0,156623907.72,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x644192291cc835a93d6330b24ea5f5fedd0eef9e
23,7725,TrueFi,TRU,truefi-token,98,2020-11-19T00:00:00.000Z,"['defi', 'ethereum-ecosystem', 'yield-farming', 'avalanche-ecosystem', 'lending-borowing', 'real-world-assets']",1450000000.0,1117119339.4931033,1198450773.1551602,,1,False,351.0,0,,,3633.56772178,2024-04-14T23:33:00.000Z,0.12469467613098971,64445149.53236412,73.9712,0.6636838,39.59711397,-18.38971319,56.43692479,113.8316448,148.653439,139298834.23775765,0.0058,180807280.39,38336.65557,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x4c19596f5aaff459fa38b0f7ed92f11ae6543784
24,13967,Goldfinch,GFI,goldfinch-protocol,30,2021-11-05T12:19:13.000Z,['real-world-assets'],114285714.0,29135286.2,114285714.0,,1,False,382.0,0,71655008.31023517,298211935.2741824,,2024-04-14T23:33:00.000Z,4.161773786740122,11089406.09053029,-39.3021,1.28056607,7.22383062,-4.42299016,129.91001315,226.52892797,223.08698913,121254470.37633123,0.0,475631288.72,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0xdab396ccf3d84cf2d07c4454e10c8a6f5b008d2b
25,23037,Hifi Finance,HIFI,hifi-finance-new,71,2018-07-05T00:00:00.000Z,"['real-estate', 'defi', 'dao', 'governance', 'lending-borowing', 'arrington-xrp-capital-portfolio', 'kenetic-capital-portfolio', 'real-world-assets']",,121244619.08478202,140596765.2,,1,False,437.0,0,121245843.3396019,100424266.56592816,,2024-04-14T23:33:00.000Z,0.8282697682645184,41184476.28145596,-11.9206,1.62180487,11.12354312,-29.1287686,-23.20981937,30.99663193,34.37617295,100423252.5526722,0.0042,116452050.13,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x4b9278b94a1112cAD404048903b8d343a810B07e
26,2496,Polymath,POLY,polymath-network,91,2018-02-02T00:00:00.000Z,"['marketplace', 'crowdfunding', 'real-world-assets']",,924998413.0,1000000000.0,,1,False,450.0,0,,,,2024-04-14T23:34:00.000Z,0.10251690825180516,13238.42939044,38.6463,1.20282624,23.98629152,0.76248081,-17.22277939,-39.88614432,-39.69686753,94827977.43858638,0.0,102516908.25,,2024-04-14T23:34:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x9992ec3cf6a55b00978cddf2b27bc6882d88d1ec
27,3714,LTO Network,LTO,lto-network,71,2019-02-05T00:00:00.000Z,"['pos', 'platform', 'enterprise-solutions', 'collectibles-nfts', 'dao-maker', 'bnb-chain', 'real-world-assets', 'layer-1']",500000000.0,426840091.53638357,426840091.53638357,,1,False,455.0,0,426842218.2728511,92802816.55463096,,2024-04-14T23:33:00.000Z,0.2174171452161943,9724032.19379536,-18.2689,3.39593944,7.21025524,-11.47103719,51.25581343,148.16657117,168.18702732,92802354.16565958,0.0039,108708572.61,,2024-04-14T23:33:00.000Z,Real World Assets,,,,,
28,12573,Clearpool,CPOOL,clearpool,25,2021-10-10T08:04:07.000Z,"['defi', 'real-world-assets']",1000000000.0,453041616.34,1000000000.0,,1,False,458.0,0,75398519.0,15147693.951499246,,2024-04-14T23:34:00.000Z,0.20090174385917642,3932403.05066445,-12.6012,1.94507264,4.57308067,-18.15896424,32.21442599,56.83090332,105.76465673,91016850.76348595,0.0,200901743.86,,2024-04-14T23:34:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x66761fa41377003622aee3c7675fc7b5c1c2fac5
29,9417,Maple,MPL,maple,62,2021-04-21T00:00:00.000Z,"['defi', 'spartan-group', 'real-world-assets', 'circle-ventures-portfolio']",10000000.0,4417985.58775464,10000000.0,,1,False,477.0,0,3874845.0,73632430.96275748,,2024-04-14T23:33:00.000Z,19.00267777491938,3820108.39314237,14.4705,4.16911995,17.86788936,-14.33135871,31.94280221,40.79137289,42.13453406,83953556.53833923,0.0035,190026777.75,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x33349b282065b0284d756f0577fb39c158f935e6
30,8827,Boson Protocol,BOSON,boson-protocol,49,2021-03-16T00:00:00.000Z,"['marketplace', 'collectibles-nfts', 'e-commerce', 'payments', 'metaverse', 'exnetwork-capital-portfolio', 'play-to-earn', 'real-world-assets']",200000000.0,125335030.3301309,200000000.0,,1,False,515.0,0,,,,2024-04-14T23:34:00.000Z,0.5705755698674394,2593635.69612092,-7.9068,4.29260513,9.76242212,-10.56713622,86.51610576,127.0834816,172.61319952,71513106.35496724,0.003,114115113.97,,2024-04-14T23:34:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0xC477D038d5420C6A9e0b031712f61c5120090de9
31,9220,StrikeX,STRX,strikecoin,16,2021-04-14T00:00:00.000Z,"['defi', 'wallet', 'binance-smart-chain', 'bnb-chain', 'real-world-assets']",,861141946.87,884625833.44,,1,False,516.0,0,860842202.0,71369272.44334395,,2024-04-14T23:33:00.000Z,0.08290633553690942,1708284.57227808,10.5991,0.68259233,1.06828002,-13.53808021,107.32987329,146.02602754,112.58192654,71394123.19211164,0.0,73341086.17,,2024-04-14T23:33:00.000Z,Real World Assets,1839.0,BNB Smart Chain (BEP20),BNB,bnb,0xd6fdde76b8c1c45b33790cc8751d5b88984c44ec
32,10465,Polytrade,TRADE,polytrade,57,2021-06-16T00:00:00.000Z,"['defi', 'lending-borowing', 'real-world-assets', 'dwf-labs-portfolio']",100000000.0,32654676.0,100000000.0,,1,False,527.0,0,,,,2024-04-14T23:34:00.000Z,2.0709925445660917,1877571.73352589,-21.5659,3.73126795,13.01447988,-20.92474315,40.19394028,111.69434905,107.20008425,67627590.54122129,0.0,207099254.46,,2024-04-14T23:34:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x6e5970DBd6fc7eb1f29C6D2eDF2bC4c36124C0C1
33,28385,Propbase,PROPS,propbase,9,2023-11-13T02:19:04.000Z,"['aptos-ecosystem', 'real-world-assets']",1200000000.0,343952553.509562,1200000000.0,,1,False,531.0,0,343952553.509562,66761370.94143897,,2024-04-14T23:33:00.000Z,0.194100524215422,1541277.53566793,-38.831,3.42512023,11.78474664,-16.45642735,300.77548236,689.66247597,530.55147231,66761370.94143897,0.0,232920629.06,,2024-04-14T23:33:00.000Z,Real World Assets,21794.0,Aptos,APT,aptos,0xe50684a338db732d8fb8a3ac71c4b8633878bd0193bca5de2ebc852a83b35099::propbase_coin::PROPS
34,24220,Propchain,PROPC,propchain,9,2023-05-19T05:03:47.000Z,"['real-estate', 'real-world-assets']",100000000.0,16948035.56403754,84917776.9999994,,1,False,542.0,0,13658572.0,52526578.06557527,,2024-04-14T23:33:00.000Z,3.845685922772547,1831470.39972618,-8.2754,0.27564842,7.34954567,-11.61195857,36.00805523,83.11293397,96.44401055,65176821.78726765,0.0,384568592.28,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x9ff58067Bd8D239000010c154C6983A325Df138E
35,18966,NEOPIN,NPT,neopin,12,2022-03-21T11:45:05.000Z,"['yield-farming', 'real-world-assets']",1000000000.0,88077689.10000002,1000000000.0,,1,False,547.0,0,,,,2024-04-14T23:34:00.000Z,0.731812229674137,1091779.73013997,-34.8499,1.32114051,3.3066176,-26.54917154,-14.92876428,64.96155348,120.88005503,64456330.04481645,0.0,731812229.67,,2024-04-14T23:34:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x306ee01a6bA3b4a8e993fA2C1ADC7ea24462000c
36,10409,Opulous,OPUL,opulous,61,2021-06-11T00:00:00.000Z,"['music', 'algorand-ecosystem', 'trustswap-launchpad', 'spartan-group', 'real-world-assets']",,283693726.2484191,500000000.0,,1,False,600.0,0,500000000.0,95429196.18882297,,2024-04-14T23:34:00.000Z,0.19085839237764593,1764516.11456586,-26.701,2.93710273,1.22000017,-28.56215086,-23.67881837,88.1934619,46.92963254,54145328.519397244,0.0,95429196.19,,2024-04-14T23:34:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x80d55c03180349fff4a229102f62328220a96444
37,26585,PLANET,PLANET,planettoken,43,2023-06-02T06:49:38.000Z,"['collectibles-nfts', 'gaming', 'real-world-assets']",1000000000010.0,851450035658.0182,1000000000010.0,,1,False,631.0,0,850000000000.0,47168420.70306198,,2024-04-14T23:33:00.000Z,5.549225965066116e-05,11142996.52985612,5.1885,0.99296225,3.72009522,-30.00127937,-38.20241018,-31.48877576,-30.83030958,47248886.45829944,0.0,55492259.65,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x2ad9addd0d97ec3cdba27f92bf6077893b76ab0b
38,19118,Lumerin,LMR,lumerin,26,2022-03-28T05:43:33.000Z,"['ai-big-data', 'bitcoin-ecosystem', 'real-world-assets', 'data-availability', 'depin']",1000000000.0,606615000.0,1000000000.0,,1,False,671.0,0,606615000.0,40280673.91075833,,2024-04-14T23:34:00.000Z,0.06640237038444208,529101.02089388,-10.3601,0.36767631,6.22091578,-16.40290275,-23.50690277,150.25749363,154.50587985,40280673.91075833,0.0,66402370.38,,2024-04-14T23:34:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x4b1d0b9f081468d780ca1d5d79132b64301085d1
39,5382,ELYSIA,EL,elysia,17,2020-03-30T00:00:00.000Z,['real-world-assets'],7000000000.0,4010729784.0,6803300705.0,,1,False,699.0,0,6803300704.688,61723119.915641025,,2024-04-14T23:33:00.000Z,0.009072525615854232,8647731.78424829,-14.8226,-5.74224586,18.33723513,-30.74685663,25.32796052,240.86615692,304.66960802,36387448.70360951,0.0,63507679.31,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x2781246fe707bb15cee3e5ea354e2154a2877b16
40,3035,Blocksquare Token,BST,blocksquare-token,9,2018-07-31T00:00:00.000Z,"['real-estate', 'ethereum-ecosystem', 'real-world-assets']",100000000.0,46445208.66065252,31871446.27,,1,False,729.0,0,31871446.27,22310334.054593083,,2024-04-14T23:33:00.000Z,0.700010092594806,960646.18623926,-6.3618,1.75409981,4.57646359,-9.38506511,60.16914357,150.01348767,162.24530992,32512114.815128453,0.0014,70001009.26,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0x509a38b7a1cc0dcd83aa9d06214663d9ec7c7f4a
41,11821,Swarm Markets,SMT,swarm-markets,31,2021-09-11T20:44:46.000Z,['real-world-assets'],250000000.0,32769650.0,241662812.0,,1,False,749.0,0,60874839.0,56594050.0220971,,2024-04-14T23:33:00.000Z,0.9296788451809639,1404339.81656112,-27.4295,-0.06449463,14.91305322,2.1465834,65.74521412,230.8220757,187.18108966,30465250.36898437,0.0,232419711.3,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0xb17548c7b510427baac4e267bea62e800b247173
42,13272,Credefi,CREDI,credefi,24,2021-10-26T08:23:56.000Z,['real-world-assets'],1000000000.0,748573880.0,1000000000.0,,1,False,778.0,0,748573880.0,27557793.879225086,,2024-04-14T23:33:00.000Z,0.03681372622729648,669216.87593718,-4.2469,5.49644971,7.26089758,-25.2688656,237.03030954,375.76341827,457.18998425,27557793.879225086,0.0,36813726.23,,2024-04-14T23:33:00.000Z,Real World Assets,1027.0,Ethereum,ETH,ethereum,0xaE6e307c3Fe9E922E5674DBD7F830Ed49c014c6B
