id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,category,category_id,exchanges_centralized,exchanges_decentralized
richquack,quack,Rich Quack,https://assets.coingecko.com/coins/images/16356/large/57198446-0-Get-Rich-Quick-Gober.png?1696515955,9.83321e-10,42680471.0,719,97720494.0,553821.0,1.134e-09,9.68335e-10,-1.46461054e-10,-12.96366,-6570792.043007046,-13.34137,4.367606914327141e+16,1e+17,1e+17,1.5463e-08,-93.67682,2021-11-07T08:19:24.759Z,1.2017e-11,8036.73072,2021-10-06T13:37:28.994Z,2024-04-30T22:18:23.532Z,Pixels Game,pixels-game,"['bitget', 'digifinex', 'bitmart', 'biconomy', 'lbank', 'latoken']",['pancakeswap_new']
deapcoin,dep,DEAPCOIN,https://assets.coingecko.com/coins/images/10970/large/DEAPcoin_01.png?1696510917,0.00175298,42445170.0,720,52637532.0,1497848.0,0.0019297,0.00173848,-0.000132306692666779,-7.01787,-3175206.899549037,-6.96006,24191010787.0,30000000000.0,30000000000.0,0.07894,-97.77717,2021-11-24T23:45:00.680Z,0.00068582,155.8559,2023-10-18T05:25:38.729Z,2024-04-30T22:17:25.874Z,Gaming (GameFi),gaming,"['okex', 'huobi', 'bitrue', 'bitmart', 'mxc', 'bingx']",['uniswap_v2']
deapcoin,dep,DEAPCOIN,https://assets.coingecko.com/coins/images/10970/large/DEAPcoin_01.png?1696510917,0.0017543,42445170.0,720,52637532.0,1498074.0,0.0019297,0.00173848,-0.000130981137630092,-6.94756,-3175206.899549037,-6.96006,24191010787.0,30000000000.0,30000000000.0,0.07894,-97.77717,2021-11-24T23:45:00.680Z,0.00068582,155.8559,2023-10-18T05:25:38.729Z,2024-04-30T22:18:28.870Z,Pixels Game,pixels-game,"['okex', 'huobi', 'bitrue', 'bitmart', 'mxc', 'bingx']",['uniswap_v2']
pandora,pandora,Pandora,https://assets.coingecko.com/coins/images/34996/large/PandoraToken.png?1706954340,4242.47,42389409.0,721,42389409.0,3465524.0,4858.89,4187.04,-448.08165676054523,-9.55285,-4613599.9683067575,-9.81554,10000.0,10000.0,10000.0,32494.0,-86.983,2024-02-09T09:45:05.933Z,1542.25,174.25488,2024-02-05T03:00:05.741Z,2024-04-30T22:18:35.366Z,Pixels Game,pixels-game,"['lbank', 'coinw', 'bitmax', 'bilaxy']",['solidly-v3']
mango-markets,mngo,Mango,https://assets.coingecko.com/coins/images/14773/large/token-mango.png?1696514442,0.03253619,42383224.0,722,162994162.0,254313.0,0.03462088,0.03164818,-0.001257887353691895,-3.72221,-1217702.2743440643,-2.79284,1300145462.01931,5000000000.0,5000000000.0,0.498845,-93.46911,2021-09-09T18:12:55.685Z,0.00936853,247.74965,2022-11-11T20:44:24.932Z,2024-04-30T22:18:23.943Z,Pixels Game,pixels-game,"['kraken', 'bitmax', 'bit2me']",['meteora']
polytrade,trade,Polytrade,https://assets.coingecko.com/coins/images/16416/large/Logo_colored_200.png?1696516012,1.16,42301181.0,723,116549471.0,672696.0,1.32,1.16,-0.14663468667935908,-11.19972,-2341226.3527755514,-5.2444,36294614.0,100000000.0,-1.0,3.03,-61.42857,2024-04-01T09:09:58.768Z,0.051084,2191.38983,2022-07-03T19:48:00.852Z,2024-04-30T22:18:25.328Z,Pixels Game,pixels-game,"['kucoin', 'bitfinex', 'coinex']","['uniswap_v3', 'uniswap_v3_polygon_pos', 'camelot-v3']"
polytrade,trade,Polytrade,https://assets.coingecko.com/coins/images/16416/large/Logo_colored_200.png?1696516012,1.16,42301181.0,723,116549471.0,673483.0,1.32,1.16,-0.14501881084379908,-11.0763,-2341226.3527755514,-5.2444,36294614.0,100000000.0,-1.0,3.03,-61.42857,2024-04-01T09:09:58.768Z,0.051084,2191.38983,2022-07-03T19:48:00.852Z,2024-04-30T22:20:32.207Z,Real World Assets (RWA),real-world-assets-rwa,"['kucoin', 'bitfinex', 'coinex']","['uniswap_v3', 'uniswap_v3_polygon_pos', 'camelot-v3']"
district0x,dnt,district0x,https://assets.coingecko.com/coins/images/849/large/district0x.png?1696501985,0.055701,42218735.0,724,56200099.0,975270.0,0.062302,0.053888,-0.005089013985273867,-8.37145,-3362855.825013019,-7.37766,751221716.3251766,1000000000.0,-1.0,0.48337,-88.31139,2021-04-19T07:48:07.777Z,0.00216748,2506.67561,2020-03-13T02:24:17.818Z,2024-04-30T22:18:25.186Z,Pixels Game,pixels-game,"['gdax', 'hitbtc', 'hitbtc', 'bitvavo']","['balancer', 'uniswap_v2', 'sushiswap']"
swarm-markets,smt,Swarm Markets,https://assets.coingecko.com/coins/images/17488/large/swarm-SMT-token-symbol_200x200.png?1696517029,0.560217,42135019.0,725,135578197.0,1452121.0,0.663039,0.519301,-0.07236737537510263,-11.43995,-5196445.770619355,-10.97884,75010887.425717,241363147.498024,250000000.0,1.32,-57.68405,2024-03-26T10:14:47.702Z,0.0,4.954917105596374e+36,2021-10-18T09:24:45.723Z,2024-04-30T22:18:36.481Z,Pixels Game,pixels-game,['bingx'],"['uniswap_v3', 'uniswap_v3_polygon_pos']"
swarm-markets,smt,Swarm Markets,https://assets.coingecko.com/coins/images/17488/large/swarm-SMT-token-symbol_200x200.png?1696517029,0.56026,42135019.0,725,135578197.0,1453334.0,0.663039,0.519301,-0.07005682673797264,-11.11454,-5196445.770619355,-10.97884,75010887.425717,241363147.498024,250000000.0,1.32,-57.68405,2024-03-26T10:14:47.702Z,0.0,4.954917105596374e+36,2021-10-18T09:24:45.723Z,2024-04-30T22:21:01.361Z,Real World Assets (RWA),real-world-assets-rwa,['bingx'],"['uniswap_v3', 'uniswap_v3_polygon_pos']"
sai,sai,Sai,https://assets.coingecko.com/coins/images/1442/large/dai.png?1696502492,15.55,41886143.0,726,41886143.0,703.45,16.84,15.36,-0.9766987667456881,-5.91005,-2625796.9933133423,-5.89908,2703476.86570411,2703476.86570411,2703476.86570411,25.31,-38.24491,2021-05-14T17:24:02.613Z,0.92687,1586.2508,2020-05-10T00:45:07.739Z,2024-04-30T22:17:13.002Z,Pixels Game,pixels-game,[],"['uniswap_v3', 'uniswap_v2']"
route,route,Router Protocol,https://assets.coingecko.com/coins/images/13709/large/route_token_200x200-19.png?1696513454,2.76,41691412.0,727,54801480.0,1334442.0,3.19,2.65,-0.3735823959774818,-11.91028,-5444909.215847842,-11.55141,15215432.9484,20000000.0,-1.0,19.08,-85.65022,2021-05-16T15:44:05.672Z,0.947866,188.85003,2022-05-12T07:30:03.074Z,2024-04-30T22:18:24.923Z,Pixels Game,pixels-game,"['bybit_spot', 'huobi', 'bitget', 'kucoin', 'bingx', 'bitmax', 'coinex']",['uniswap_v3_polygon_pos']
cheqd-network,cheq,CHEQD Network,https://assets.coingecko.com/coins/images/20855/large/CHEQ.png?1706906858,0.056512,41588624.0,728,64244521.0,170446.0,0.056537,0.052638,0.0026444,4.90906,1873897.0,4.71839,737907660.0,1139895699.0,-1.0,0.71551,-92.14118,2021-11-26T10:13:10.615Z,0.02180162,157.91974,2022-06-13T09:07:14.764Z,2024-04-30T22:18:00.199Z,Pixels Game,pixels-game,['lbank'],['osmosis']
mossland,moc,Mossland,https://assets.coingecko.com/coins/images/2374/large/moc.png?1696503240,0.100667,41420390.0,729,50207788.0,2907240.0,0.105339,0.097368,-0.00130792408881894,-1.28259,-508662.2091939971,-1.21315,412489688.0,500000000.0,500000000.0,0.516719,-80.71575,2021-11-25T03:35:04.371Z,0.00218821,4453.74526,2018-08-04T00:00:00.000Z,2024-04-30T22:18:25.448Z,Pixels Game,pixels-game,['upbit'],[]
artrade,atr,Artrade,https://assets.coingecko.com/coins/images/24894/large/ATR_logo.png?1706954201,0.02525873,40990073.0,731,45335266.0,1582832.0,0.02835347,0.02473288,-0.003004582087553689,-10.63068,-4925914.350625902,-10.7281,1623717293.4959,1795841037.15955,1800000000.0,0.101021,-75.08254,2024-04-03T08:05:54.981Z,0.00103383,2334.81574,2023-11-24T10:34:04.711Z,2024-04-30T22:21:08.407Z,Real World Assets (RWA),real-world-assets-rwa,"['bitget', 'coinstore', 'bitmax']",['jupiter']
cratos,crts,Cratos,https://assets.coingecko.com/coins/images/17322/large/cratos.png?1696516876,0.00069539,40893440.0,730,69668768.0,208923.0,0.00077116,0.0006918,-3.6682773686325e-05,-5.01084,-2053102.2450651005,-4.7806,58696946300.0,100000000000.0,100000000000.0,0.00747511,-90.65503,2021-12-24T09:42:23.529Z,0.00013742,408.32912,2022-12-02T16:56:02.566Z,2024-04-30T22:18:27.405Z,Pixels Game,pixels-game,['probit'],['pancakeswap-v3-bsc']
artrade,atr,Artrade,https://assets.coingecko.com/coins/images/24894/large/ATR_logo.png?1706954201,0.02521123,40884035.0,731,45218002.0,1509944.0,0.02835347,0.02473288,-0.003052085480765066,-10.79875,-5041678.579595223,-10.9779,1623717293.4959,1795841037.15955,1800000000.0,0.101021,-75.08254,2024-04-03T08:05:54.981Z,0.00103383,2334.81574,2023-11-24T10:34:04.711Z,2024-04-30T22:18:34.072Z,Pixels Game,pixels-game,"['bitget', 'coinstore', 'bitmax']",['jupiter']
bit2me,b2m,Bit2Me,https://assets.coingecko.com/coins/images/19848/large/b2m-circle-solid-default.png?1696519271,0.00835846,40863823.0,732,41768786.0,161697.0,0.0087391,0.0082971,-0.000376589858877617,-4.31125,-1850770.2152922153,-4.33288,4891670000.0,5000000000.0,5000000000.0,0.300665,-97.21827,2021-11-05T11:45:52.576Z,0.0,1.0065162175816972e+35,2022-04-30T09:34:12.229Z,2024-04-30T22:18:26.867Z,Pixels Game,pixels-game,"['bitfinex', 'bit2me']",[]
sentinel-protocol,upp,Sentinel Protocol,https://assets.coingecko.com/coins/images/3369/large/Sentinel_Protocol.jpg?1696504069,0.081375,40776534.0,733,40962000.0,1756969.0,0.086991,0.080298,-0.004054351718497329,-4.74587,-1373348.456191495,-3.25825,497736119.9639197,500000000.0,-1.0,0.414779,-80.36466,2021-04-03T00:50:47.099Z,0.0071109,1045.33057,2019-12-17T20:14:01.179Z,2024-04-30T22:18:25.152Z,Pixels Game,pixels-game,"['upbit', 'poloniex']",[]
kin,kin,Kin,https://assets.coingecko.com/coins/images/959/large/Kin_Logo.png?1696502073,1.399e-05,40673190.0,735,40673190.0,304445.0,1.439e-05,1.314e-05,-3.12764366444e-07,-2.18735,-1224906.8006279394,-2.92354,2935733696869.97,2935733696869.97,2935737053546.95,0.00122572,-98.87402,2018-01-07T00:00:00.000Z,2.39e-06,476.97713,2020-01-11T14:05:14.714Z,2024-04-30T22:18:36.719Z,Pixels Game,pixels-game,"['bitrue', 'kraken', 'yobit', 'bitmax', 'hitbtc', 'hitbtc', 'bit2me']","['orca', 'meteora']"
measurable-data-token,mdt,Measurable Data,https://assets.coingecko.com/coins/images/2441/large/mdt_icon_120x120.png?1711452723,0.067324,40646744.0,736,67038464.0,4087844.0,0.073533,0.065193,-0.004549971572314029,-6.33051,-2410810.417665258,-5.59904,606319736.1236151,1000000000.0,-1.0,0.168053,-60.1421,2021-12-25T21:10:15.706Z,0.00173261,3765.99621,2018-12-18T00:00:00.000Z,2024-04-30T22:18:36.026Z,Pixels Game,pixels-game,"['binance', 'okex', 'gate', 'bitget', 'bitrue', 'digifinex', 'gdax', 'crypto_com', 'xt', 'bingx', 'poloniex', 'latoken', 'pionex', 'tapbit', 'weex', 'phemex']",[]
leash,leash,Doge Killer,https://assets.coingecko.com/coins/images/15802/large/Leash.png?1696515425,376.96,40504599.0,737,40514640.0,2395536.0,410.8,369.2,-19.896117727096623,-5.0134,-1930579.7763411924,-4.54948,107526.34318670128,107553.0,107647.0,4528.43,-91.68603,2021-06-28T21:16:01.787Z,246.37,52.81855,2024-02-01T03:12:05.196Z,2024-04-30T22:17:42.368Z,Meme,meme-token,"['okex', 'bitrue', 'crypto_com', 'coinw', 'bit_com', 'pointpay']",[]
leash,leash,Doge Killer,https://assets.coingecko.com/coins/images/15802/large/Leash.png?1696515425,377.05,40504599.0,737,40514640.0,2395794.0,410.8,369.2,-19.813013086085448,-4.99246,-1930579.7763411924,-4.54948,107526.34318670128,107553.0,107647.0,4528.43,-91.68603,2021-06-28T21:16:01.787Z,246.37,52.81855,2024-02-01T03:12:05.196Z,2024-04-30T22:18:30.112Z,Pixels Game,pixels-game,"['okex', 'bitrue', 'crypto_com', 'coinw', 'bit_com', 'pointpay']",[]
xcad-network,xcad,XCAD Network,https://assets.coingecko.com/coins/images/15857/large/xcad_logo.jpg?1707832192,0.780426,40317607.0,738,154958246.0,5661080.0,0.800891,0.767506,-0.017107969277653793,-2.14511,-925085.0511781722,-2.24303,51713193.43834374,198756483.582485,200000000.0,9.06,-91.36188,2022-01-20T18:15:14.113Z,0.503462,55.36976,2021-07-21T19:44:31.731Z,2024-04-30T22:18:26.080Z,Pixels Game,pixels-game,"['bybit_spot', 'huobi', 'bitget', 'bitmart', 'biconomy', 'coinw', 'kucoin', 'bingx', 'latoken', 'bitmax', 'bitfinex']","['pancakeswap-v3-bsc', 'pancakeswap_new', 'thena-fusion']"
qna3-ai,gpt,QnA3.AI,https://assets.coingecko.com/coins/images/36021/large/K2_1024.png?1710345392,0.354975,40269215.0,739,355970957.0,4212254.0,0.374977,0.327156,-0.013321230415026144,-3.61698,-1307769.2367456704,-3.14542,113125000.0,1000000000.0,1000000000.0,0.660183,-46.31988,2024-03-15T00:26:38.277Z,0.280183,26.48429,2024-04-13T20:11:37.342Z,2024-04-30T22:18:33.289Z,Pixels Game,pixels-game,['okex'],['pancakeswap-v3-bsc']
flux-token,flx,Flux Protocol,https://assets.coingecko.com/coins/images/21137/large/Flux_Logo.jpg?1712087060,0.14953,40205098.0,740,149723889.0,50882.0,0.157602,0.149487,-0.003105803145570047,-2.03479,-714612.4933897257,-1.74638,268528277.09707725,1000000000.0,1000000000.0,1.47,-89.83582,2022-01-15T19:53:48.033Z,0.01655544,802.93431,2023-10-21T07:16:25.183Z,2024-04-30T22:17:38.393Z,Pixels Game,pixels-game,[],"['uniswap_v2', 'ref_finance']"
quick,quick,Quickswap [OLD],https://assets.coingecko.com/coins/images/13970/large/quick.png?1696513704,56.94,40180922.0,741,56905535.0,35738.0,60.98,56.17,-2.946710853422694,-4.92041,-1948525.4695783183,-4.62509,706098.6500848732,1000000.0,1000000.0,1590.57,-96.42816,2021-04-30T06:58:38.492Z,0.0399808,141999.82849,2023-08-18T21:09:48.307Z,2024-04-30T22:18:26.085Z,Pixels Game,pixels-game,['bilaxy'],[]
researchcoin,rsc,ResearchCoin,https://assets.coingecko.com/coins/images/28146/large/RH_Logo_200x200.png?1696527152,0.420819,40016157.0,742,419948163.0,101486.0,0.470452,0.403077,-0.03633279449713478,-7.94764,-3455496.6444696337,-7.94885,95288325.67075157,1000000000.0,1000000000.0,0.946438,-55.67852,2024-04-08T17:52:59.740Z,0.00308244,13508.52853,2022-12-27T08:35:37.428Z,2024-04-30T22:16:56.246Z,Pixels Game,pixels-game,['coinex'],"['uniswap_v3', 'uniswap-v3-base', 'aerodrome-base']"
foxy,foxy,Foxy,https://assets.coingecko.com/coins/images/36870/large/Foxy_Logo_Square_200x200.png?1712645286,0.01324556,39688687.0,743,132295624.0,11541496.0,0.01558712,0.01294166,-0.002147623600903438,-13.95179,-6043322.812547639,-13.21465,3000000000.0,10000000000.0,10000000000.0,0.02278465,-42.4306,2024-04-13T00:14:45.939Z,0.01070895,22.48623,2024-04-16T14:11:19.105Z,2024-04-30T22:17:28.452Z,Meme,meme-token,"['bybit_spot', 'okex', 'hotcoin_global', 'lbank']","['lynex-linea', 'nile', 'pancakeswap-v3-linea']"
foxy,foxy,Foxy,https://assets.coingecko.com/coins/images/36870/large/Foxy_Logo_Square_200x200.png?1712645286,0.01324991,39688687.0,743,132295624.0,11543626.0,0.01558712,0.01294166,-0.002143266836873336,-13.92348,-6043322.812547639,-13.21465,3000000000.0,10000000000.0,10000000000.0,0.02278465,-42.4306,2024-04-13T00:14:45.939Z,0.01070895,22.48623,2024-04-16T14:11:19.105Z,2024-04-30T22:18:13.656Z,Pixels Game,pixels-game,"['bybit_spot', 'okex', 'hotcoin_global', 'lbank']","['lynex-linea', 'nile', 'pancakeswap-v3-linea']"
lyra-finance,lyra,Lyra Finance,https://assets.coingecko.com/coins/images/21490/large/Add-a-heading-26.png?1696520850,0.065319,39551363.0,744,65306251.0,154124.0,0.077713,0.062558,-0.007195696542051641,-9.92302,-4990157.753897443,-11.20338,605629048.778906,1000000000.0,1000000000.0,0.677963,-90.60265,2021-12-18T05:18:54.016Z,0.03389914,87.94161,2022-06-18T20:52:17.800Z,2024-04-30T22:18:11.442Z,Pixels Game,pixels-game,[],"['uniswap_v3_arbitrum', 'uniswap_v3_optimism', 'sushiswap', 'velodrome-finance-v2', 'camelot']"
voxies,voxel,Voxies,https://assets.coingecko.com/coins/images/21260/large/voxies.png?1696520632,0.226105,39528979.0,745,67555248.0,5764966.0,0.257387,0.218034,-0.021614452969745596,-8.72539,-3768811.181164831,-8.7044,175540671.136504,300000000.0,300000000.0,4.7,-95.20992,2021-12-16T03:08:07.356Z,0.122615,83.52054,2023-08-17T21:51:30.471Z,2024-04-30T22:17:35.163Z,Gaming (GameFi),gaming,"['binance', 'bitrue', 'gdax', 'whitebit', 'crypto_com', 'websea', 'poloniex', 'pionex', 'tapbit', 'bitmax', 'phemex']","['uniswap_v3_polygon_pos', 'quickswap_v3', 'quickswap_v3']"
voxies,voxel,Voxies,https://assets.coingecko.com/coins/images/21260/large/voxies.png?1696520632,0.226105,39528979.0,745,67555248.0,5764977.0,0.257387,0.218034,-0.021614241025915193,-8.7253,-3768811.181164831,-8.7044,175540671.136504,300000000.0,300000000.0,4.7,-95.20992,2021-12-16T03:08:07.356Z,0.122615,83.52054,2023-08-17T21:51:30.471Z,2024-04-30T22:17:56.847Z,Gaming Utility Token,gaming-utility-token,"['binance', 'bitrue', 'gdax', 'whitebit', 'crypto_com', 'websea', 'poloniex', 'pionex', 'tapbit', 'bitmax', 'phemex']","['uniswap_v3_polygon_pos', 'quickswap_v3', 'quickswap_v3']"
voxies,voxel,Voxies,https://assets.coingecko.com/coins/images/21260/large/voxies.png?1696520632,0.226144,39528979.0,745,67555248.0,5765900.0,0.257387,0.218034,-0.02157471862601945,-8.70935,-3768811.181164831,-8.7044,175540671.136504,300000000.0,300000000.0,4.7,-95.20992,2021-12-16T03:08:07.356Z,0.122615,83.52054,2023-08-17T21:51:30.471Z,2024-04-30T22:18:20.480Z,Pixels Game,pixels-game,"['binance', 'bitrue', 'gdax', 'whitebit', 'crypto_com', 'websea', 'poloniex', 'pionex', 'tapbit', 'bitmax', 'phemex']","['uniswap_v3_polygon_pos', 'quickswap_v3', 'quickswap_v3']"
voxies,voxel,Voxies,https://assets.coingecko.com/coins/images/21260/large/voxies.png?1696520632,0.226438,39528979.0,745,67555248.0,5773038.0,0.257387,0.218034,-0.021593623364235537,-8.706,-3768811.181164831,-8.7044,175540671.136504,300000000.0,300000000.0,4.7,-95.20992,2021-12-16T03:08:07.356Z,0.122615,83.52054,2023-08-17T21:51:30.471Z,2024-04-30T22:22:01.791Z,Strategy Games,strategy-games,"['binance', 'bitrue', 'gdax', 'whitebit', 'crypto_com', 'websea', 'poloniex', 'pionex', 'tapbit', 'bitmax', 'phemex']","['uniswap_v3_polygon_pos', 'quickswap_v3', 'quickswap_v3']"
unlend-finance,uft,UniLend Finance,https://assets.coingecko.com/coins/images/12819/large/UniLend_Finance_logo_PNG.png?1696512611,0.39611,39493659.0,746,39493659.0,3100394.0,0.422119,0.375726,-0.018342585978819766,-4.42574,-1620971.2665603906,-3.94257,100000000.0,100000000.0,100000000.0,4.47,-91.18693,2021-02-23T08:36:30.954Z,0.071023,454.67801,2022-05-12T12:54:56.306Z,2024-04-30T22:18:26.320Z,Pixels Game,pixels-game,"['binance', 'gate', 'bitrue', 'mxc', 'tapbit', 'bitmax', 'koinpark']","['uniswap_v2', 'sushiswap']"
streamr,data,Streamr,https://assets.coingecko.com/coins/images/17869/large/DATA_new_symbol_3x.png?1696517392,0.051602,39480200.0,747,51493235.0,2152393.0,0.057774,0.050505,-0.005079797631462269,-8.962,-3685867.5975798965,-8.53881,767121867.0,1000541714.0,2000000000.0,0.209972,-75.51059,2021-12-02T17:13:34.674Z,0.02014685,155.23103,2023-09-11T20:10:37.063Z,2024-04-30T22:18:31.242Z,Pixels Game,pixels-game,"['binance', 'bitrue', 'digifinex', 'whitebit', 'hotcoin_global', 'crypto_com', 'kucoin', 'bingx', 'pionex', 'fameex', 'bitvavo', 'koinpark', 'coinex']","['uniswap_v3', 'pancakeswap-v3-bsc', 'uniswap_v3_polygon_pos', 'quickswap_v3', 'quickswap_v3', 'sushiswap']"
swftcoin,swftc,SWFTCOIN,https://assets.coingecko.com/coins/images/2346/large/SWFTCoin.jpg?1696503223,0.00441915,39455218.0,748,44039757.0,3206528.0,0.00489836,0.00433972,-0.000357556207641797,-7.48541,-3269818.972475104,-7.65317,8958999999.0,10000000000.0,-1.0,0.02602909,-83.04427,2018-02-18T00:00:00.000Z,0.00046438,850.392,2020-03-13T02:24:45.240Z,2024-04-30T22:18:25.688Z,Pixels Game,pixels-game,"['okex', 'huobi', 'bitrue', 'gdax', 'hotcoin_global', 'kucoin', 'bingx', 'poloniex', 'latoken']","['uniswap_v3', 'pancakeswap-v3-bsc']"
paris-saint-germain-fan-token,psg,Paris Saint-Germain Fan Token,https://assets.coingecko.com/coins/images/11620/large/psg.png?1696511513,5.07,39090394.0,750,100403033.0,4629890.0,5.4,4.93,-0.2580703788394709,-4.84394,-2002048.8267552033,-4.87206,7743869.0,19890000.0,-1.0,58.79,-91.4498,2021-04-27T04:13:36.909Z,2.77,81.46231,2023-10-19T03:00:35.053Z,2024-04-30T22:18:22.276Z,Pixels Game,pixels-game,"['binance', 'bybit_spot', 'upbit', 'digifinex', 'xt', 'poloniex', 'pionex', 'btcturk', 'paribu']",[]
games-for-a-living,gfal,Games for a Living,https://assets.coingecko.com/coins/images/29430/large/GFAL-icon-200x200.png?1702552187,0.02475933,39030864.0,751,247406411.0,1250990.0,0.02643318,0.02373571,-0.001584798409057512,-6.01575,-2559124.304057047,-6.15322,1577601167.8273811,10000000000.0,10000000000.0,0.04868205,-49.15871,2023-12-04T00:31:12.003Z,0.00451028,448.75929,2023-04-13T14:31:28.185Z,2024-04-30T22:17:17.429Z,Gaming (GameFi),gaming,"['bitget', 'bingx', 'bit2me']",['uniswap-bsc']
games-for-a-living,gfal,Games for a Living,https://assets.coingecko.com/coins/images/29430/large/GFAL-icon-200x200.png?1702552187,0.02477024,39030864.0,751,247406411.0,1249705.0,0.02643318,0.02373571,-0.001573894399176632,-5.97436,-2559124.304057047,-6.15322,1577601167.8273811,10000000000.0,10000000000.0,0.04868205,-49.15871,2023-12-04T00:31:12.003Z,0.00451028,448.75929,2023-04-13T14:31:28.185Z,2024-04-30T22:18:28.307Z,Pixels Game,pixels-game,"['bitget', 'bingx', 'bit2me']",['uniswap-bsc']
velas,vlx,Velas,https://assets.coingecko.com/coins/images/9651/large/logo_blue.png?1696509720,0.01504072,38876448.0,752,38876448.0,1033330.0,0.01583324,0.01496936,-0.000590241605466139,-3.77611,-1718116.2863695025,-4.23238,2584860928.31827,2584860929.27895,-1.0,0.568966,-97.35289,2022-01-04T23:29:18.319Z,0.00517904,190.80976,2023-09-02T21:40:09.043Z,2024-04-30T22:18:17.236Z,Pixels Game,pixels-game,"['gate', 'huobi', 'bitrue', 'kucoin', 'bingx', 'probit', 'latoken', 'tidex', 'hitbtc', 'hitbtc', 'changelly', 'qmall', 'exmo', 'coinex']","['pancakeswap-v3-bsc', 'uniswap_v2', 'pancakeswap_new']"
solchat,chat,Solchat,https://assets.coingecko.com/coins/images/35197/large/CHAT1.png?1709812468,4.4,38859822.0,753,39520834.0,2129618.0,4.96,4.23,-0.3527302615155188,-7.41477,-3193338.002579175,-7.59357,8849467.2716789,8999998.0,8999998.0,19.32,-77.27619,2024-03-18T06:19:29.589Z,0.01061032,41280.44086,2024-02-13T20:31:27.060Z,2024-04-30T22:18:34.140Z,Pixels Game,pixels-game,"['bitget', 'bitmart', 'coinw', 'bingx', 'coinex']","['jupiter', 'raydium2', 'orca', 'meteora', 'raydium-clmm']"
archway,arch,Archway,https://assets.coingecko.com/coins/images/30789/large/bxLJkEWw_400x400.jpg?1696529656,0.123008,38837658.0,754,133640774.0,88327.0,0.134661,0.120994,-0.009561793099080548,-7.21262,-2968914.445837438,-7.10155,315870106.536887,1086924720.89511,-1.0,0.277883,-55.70866,2023-12-24T00:00:00.000Z,0.050077,145.77965,2023-10-14T00:00:00.000Z,2024-04-30T22:18:08.645Z,Pixels Game,pixels-game,['crypto_com'],['osmosis']
iris-network,iris,IRISnet,https://assets.coingecko.com/coins/images/5135/large/IRIS.png?1696505654,0.02412027,38744584.0,755,47895217.0,3065606.0,0.02774608,0.02322797,-0.003450240252836034,-12.51424,-5536121.957309559,-12.50233,1613001090.59099,1993957077.0,-1.0,0.299467,-91.99731,2021-04-12T15:04:39.543Z,0.00825108,190.45218,2020-03-13T02:24:42.292Z,2024-04-30T22:18:35.944Z,Pixels Game,pixels-game,"['binance', 'nami_exchange', 'crypto_com', 'coinex']",['osmosis']
instadapp,inst,Instadapp,https://assets.coingecko.com/coins/images/14688/large/30hFM0-n_400x400.jpg?1696514361,2.16,38634080.0,756,215275420.0,47707.0,2.27,2.11,-0.08520681052529877,-3.79692,-1645622.1528717577,-4.08549,17946349.812,100000000.0,100000000.0,24.4,-91.18425,2021-06-16T20:02:32.097Z,0.366538,486.87333,2022-12-28T16:20:48.360Z,2024-04-30T22:18:07.838Z,Pixels Game,pixels-game,[],['uniswap_v3_polygon_pos']
quickswap,quick,Quickswap,https://assets.coingecko.com/coins/images/25393/large/quickswap.png?1696524525,0.054693,38587089.0,757,54648297.0,3484988.0,0.058849,0.053035,-0.003300498443819855,-5.69116,-2196970.3944524676,-5.38684,706098650.0848732,1000000000.0,1000000000.0,0.229794,-76.25571,2022-05-05T09:44:15.144Z,0.00662336,723.79368,2022-09-04T18:06:22.569Z,2024-04-30T22:18:33.180Z,Pixels Game,pixels-game,"['binance', 'gate', 'huobi', 'bitget', 'hotcoin_global', 'crypto_com', 'mxc', 'lbank', 'kucoin', 'bingx', 'tokenize', 'phemex', 'coinex']","['uniswap_v3_polygon_pos', 'quickswap_v3', 'quickswap_v3', 'quickswap-v3-manta-pacific']"
taraxa,tara,Taraxa,https://assets.coingecko.com/coins/images/4372/large/CPuCDZX.jpg?1696504972,0.0093939,38559014.0,758,98543121.0,738076.0,0.01077908,0.00902868,-0.001381749727180401,-12.82289,-5384311.867545806,-12.25285,4099946778.0,10478005283.0,12000000000.0,0.07045,-86.63949,2021-03-22T05:38:18.728Z,0.00059894,1471.52359,2022-12-24T15:30:42.481Z,2024-04-30T22:17:52.413Z,Pixels Game,pixels-game,"['kucoin', 'bitmax']",[]
xsgd,xsgd,XSGD,https://assets.coingecko.com/coins/images/12832/large/StraitsX_Singapore_Dollar_%28XSGD%29_Token_Logo.png?1696512623,0.729246,38554452.0,759,38554452.0,14506043.0,0.742816,0.711578,-0.008319545437216691,-1.12797,-212033.9074864164,-0.54695,52649347.696133,52649347.696133,-1.0,1.36,-46.02709,2021-11-14T11:25:59.333Z,0.620483,17.98116,2021-05-19T13:21:15.750Z,2024-04-30T22:18:25.330Z,Pixels Game,pixels-game,['coinstore'],['uniswap_v3_polygon_pos']
