id,symbol,name,image,current_price,market_cap,market_cap_rank,fully_diluted_valuation,total_volume,high_24h,low_24h,price_change_24h,price_change_percentage_24h,market_cap_change_24h,market_cap_change_percentage_24h,circulating_supply,total_supply,max_supply,ath,ath_change_percentage,ath_date,atl,atl_change_percentage,atl_date,last_updated,category,category_id,exchanges_centralized,exchanges_decentralized
pun-dog,pun,Pun Dog,https://assets.coingecko.com/coins/images/37127/large/pundog200.png?1713372139,1.37e-06,0.0,-1,1204404.0,36903.0,1.56e-06,1.28e-06,-1.68934267395e-07,-11.00248,0.0,0.0,0.0,888888888888.0,888888888888.0,3.2e-06,-57.72673,2024-04-18T20:19:50.239Z,1.28e-06,5.35872,2024-04-30T19:52:08.554Z,2024-04-30T22:14:50.021Z,Pixels Game,pixels-game,[],"['ston_fi', 'dedust']"
pundu,pundu,Pundu,https://assets.coingecko.com/coins/images/36990/large/CTMV1dZU_400x400.jpg?1712998068,0.01163041,0.0,-1,11524972.0,5362032.0,0.01269586,0.01103778,-0.000616375876664393,-5.03296,0.0,0.0,0.0,999970000.0,999970000.0,0.01756405,-34.81221,2024-04-22T14:32:32.763Z,0.01103778,3.73112,2024-04-30T16:32:20.034Z,2024-04-30T22:20:04.529Z,Pixels Game,pixels-game,"['huobi', 'hotcoin_global', 'lbank', 'xt', 'bingx', 'poloniex', 'coinex']","['raydium2', 'orca']"
punkai,punkai,PunkAI,https://assets.coingecko.com/coins/images/36270/large/PunkAI.jpg?1711003252,3.451e-05,0.0,-1,767001.0,37853.0,3.808e-05,3.304e-05,-2.658438310099e-06,-7.15206,0.0,0.0,0.0,22222098669.64,22222098669.64,0.00016321,-79.01202,2024-03-21T09:33:09.462Z,1.431e-05,139.29152,2024-04-19T19:32:59.853Z,2024-04-30T22:20:18.308Z,Pixels Game,pixels-game,"['gate', 'orangex', 'mxc']",['jupiter']
punkko,pun,Punkko,https://assets.coingecko.com/coins/images/36918/large/punkko.png?1712788492,0.00091981,0.0,-1,-1.0,174258.0,0.00118214,0.00060575,-6.943071651632e-06,-0.74918,0.0,0.0,0.0,0.0,-1.0,0.00347832,-73.4151,2024-04-11T13:04:54.169Z,0.00055776,65.79071,2024-04-13T20:47:35.764Z,2024-04-30T22:15:49.993Z,Pixels Game,pixels-game,[],"['jupiter', 'raydium2']"
punks-comic-pow,pow,POW,https://assets.coingecko.com/coins/images/22333/large/16963.png?1696521677,0.01406905,0.0,-1,14018986.0,168.83,0.01424248,0.01293247,7.653e-05,0.54695,0.0,0.0,0.0,1000000000.0,1000000000.0,0.409397,-96.57715,2022-02-02T06:50:25.545Z,0.00328463,326.62399,2023-10-11T16:14:12.215Z,2024-04-30T22:13:47.827Z,Pixels Game,pixels-game,[],['uniswap_v3']
punk-vault-nftx,punk,Punk Vault (NFTX),https://assets.coingecko.com/coins/images/17018/large/Punk.png?1696516582,103374.0,0.0,-1,2884535.0,405163.0,112036.0,97538.0,-7010.407776239779,-6.35093,0.0,0.0,0.0,28.0,-1.0,466237.0,-77.9184,2021-08-29T01:09:10.880Z,494.66,20712.66467,2023-06-01T16:53:03.075Z,2024-04-30T22:16:55.523Z,Pixels Game,pixels-game,[],['sushiswap']
pup-doge,pupdoge,Pup Doge,https://assets.coingecko.com/coins/images/17473/large/pupdoge.PNG?1696517015,1.416e-09,0.0,-1,1407797.0,3.71,1.416e-09,1.393e-09,2.3634e-11,1.69723,0.0,0.0,0.0,1000000000000000.0,-1.0,2.4444e-08,-94.2282,2021-08-07T12:40:45.151Z,4.9314e-10,186.09255,2022-06-18T17:19:53.254Z,2024-04-30T22:20:44.073Z,Pixels Game,pixels-game,[],['pancakeswap_new']
puppy,papi,Puppy,https://assets.coingecko.com/coins/images/37368/large/PAPI_LOGO.png?1714117245,0.00017015,0.0,-1,1719938.0,17915.72,0.00019447,0.0001627,-2.4188221204121e-05,-12.4467,0.0,0.0,0.0,10000000000.0,10000000000.0,0.00025018,-31.23258,2024-04-27T18:40:15.922Z,0.0001627,5.7472,2024-04-30T11:07:54.424Z,2024-04-30T22:17:45.977Z,Pixels Game,pixels-game,['bitci'],[]
purchasa,pca,Purchasa,https://assets.coingecko.com/coins/images/28951/large/PCA.png?1696527924,0.00338237,0.0,-1,842528.0,30.18,0.00347339,0.00333363,-4.9729609818738e-05,-1.44896,0.0,0.0,0.0,250000000.0,250000000.0,0.00582223,-42.18683,2023-02-05T06:32:45.702Z,0.00140533,139.51825,2023-10-27T04:42:24.601Z,2024-04-30T22:19:12.169Z,Pixels Game,pixels-game,[],['pancakeswap_new']
puriever,pure,Puriever,https://assets.coingecko.com/coins/images/12600/large/200x200_pure_logo.png?1696512409,7.147e-05,0.0,-1,85769.0,36.82,7.154e-05,7.12e-05,1.0906e-08,0.01526,0.0,0.0,0.0,1200000000.0,-1.0,9.35,-99.99924,2020-12-22T01:37:23.328Z,3.12e-06,2191.40217,2023-08-08T00:24:58.433Z,2024-04-30T06:02:53.452Z,Pixels Game,pixels-game,['latoken'],[]
purpose,prps,Purpose,https://assets.coingecko.com/coins/images/2539/large/purpose.png?1696503350,0.979771,0.0,-1,9089208.0,493.8,0.999524,0.964212,-0.011992465851215384,-1.20921,0.0,0.0,0.0,9277387.88875123,-1.0,113.47,-99.13652,2018-01-24T00:00:00.000Z,0.078767,1143.88262,2022-09-12T07:33:53.635Z,2024-04-30T22:14:45.781Z,Pixels Game,pixels-game,[],"['quickswap_v3', 'quickswap_v3']"
rats,rats,Rats,https://assets.coingecko.com/coins/images/33057/large/RATS1113_1699882215983.jpeg?1700484348,0.00011617,0.0,-1,116323460.0,31151609.0,0.00013707,0.00011313,-1.7076712611452e-05,-12.81618,0.0,0.0,0.0,1000000000000.0,1000000000000.0,0.00062475,-81.50967,2024-03-05T03:35:30.087Z,5.051e-05,128.7119,2023-11-21T04:44:55.679Z,2024-04-30T22:20:33.261Z,Pixels Game,pixels-game,"['bybit_spot', 'digifinex', 'orangex', 'lbank', 'websea', 'tapbit', 'bitmax', 'fameex']",[]
ratsbase,rats,RatsBase,https://assets.coingecko.com/coins/images/33860/large/IMG_7534.PNG?1703128584,5.15456e-07,0.0,-1,51546.0,12.99,5.70201e-07,5.04846e-07,-4.3414338735e-08,-7.76823,0.0,0.0,0.0,100000000000.0,100000000000.0,3.75e-06,-86.25727,2023-12-21T04:22:49.391Z,4.11874e-07,25.18503,2024-02-18T06:42:10.116Z,2024-04-30T22:13:06.465Z,Pixels Game,pixels-game,[],['uniswap-v3-base']
ratwifhat,ratwif,RatWifHat,https://assets.coingecko.com/coins/images/37117/large/RatWif_logo.png?1713336842,7.911e-05,0.0,-1,79119.0,1173.5,9.058e-05,7.72e-05,-9.099766717155e-06,-10.31563,0.0,0.0,0.0,1000000000.0,1000000000.0,0.00041925,-81.12863,2024-04-17T09:32:01.825Z,7.72e-05,2.49136,2024-04-30T20:00:22.759Z,2024-04-30T22:16:47.227Z,Pixels Game,pixels-game,[],"['jupiter', 'raydium2']"
ravencoin-classic,rvc,Ravencoin Classic,https://assets.coingecko.com/coins/images/11606/large/YIe_RSTu_400x400.jpg?1696511501,1.869e-05,0.0,-1,391897.0,84121.0,2.034e-05,1.832e-05,-1.093130079398e-06,-5.52509,0.0,0.0,0.0,21000000000.0,-1.0,0.0023336,-99.20101,2020-06-11T00:49:47.762Z,1.228e-05,51.8202,2022-05-12T22:14:29.564Z,2024-04-30T22:20:39.576Z,Pixels Game,pixels-game,['gate'],[]
rayn,aktio,RAYN,https://assets.coingecko.com/coins/images/36667/large/Rayn_Logo.jpg?1712047493,0.430768,0.0,-1,24588500.0,809259.0,0.436241,0.422535,0.00756272,1.78701,0.0,0.0,0.0,57000000.0,100000000.0,0.510465,-15.59655,2024-04-12T16:15:16.423Z,0.357248,20.60253,2024-04-16T05:55:18.132Z,2024-04-30T22:20:55.133Z,Pixels Game,pixels-game,"['digifinex', 'biconomy', 'xt', 'bitmax']",[]
r-dee-protocol,rdgx,R-DEE Protocol,https://assets.coingecko.com/coins/images/32473/large/WhatsApp_Image_2023-10-20_at_11.44.51_PM.jpeg?1698260199,1.33,0.0,-1,1328987354.0,251.01,1.33,1.33,0.0,0.0,0.0,0.0,0.0,1000000000.0,1000000000.0,1.62,-18.20215,2024-01-14T19:49:57.172Z,0.099592,1234.42597,2024-02-01T01:20:14.688Z,2024-04-25T20:10:00.061Z,Pixels Game,pixels-game,['azbit'],[]
reach,$reach,Reach,https://assets.coingecko.com/coins/images/33776/large/reach.jpeg?1702970338,0.054548,0.0,-1,5455774.0,397787.0,0.054883,0.04538685,0.0040495,8.01909,0.0,0.0,0.0,100000000.0,100000000.0,0.312835,-82.54697,2024-01-14T19:04:45.135Z,0.03148676,73.40363,2024-02-07T13:06:22.663Z,2024-04-30T22:20:16.597Z,Pixels Game,pixels-game,"['gate', 'mxc']",['uniswap_v2']
reactorfusion,rf,ReactorFusion,https://assets.coingecko.com/coins/images/29975/large/RF_Token_logo.png?1696528900,0.030148,0.0,-1,-1.0,12864.67,0.03327879,0.02934049,-0.002681726755667153,-8.16859,0.0,0.0,0.0,0.0,-1.0,0.083429,-64.23661,2024-03-14T10:31:32.083Z,0.00025607,11551.8881,2023-11-17T16:40:17.665Z,2024-04-30T22:20:57.907Z,Pixels Game,pixels-game,[],['zkswap-finance']
ready-to-fight,rtf,Ready to Fight,https://assets.coingecko.com/coins/images/37322/large/Frame_21313315692.png?1714002508,0.137153,0.0,-1,56159660.0,5470295.0,0.171424,0.13545,-0.007284386031845781,-5.04329,0.0,0.0,0.0,400000000.0,400000000.0,0.197648,-29.02466,2024-04-25T04:55:49.560Z,0.13545,3.5665,2024-04-30T20:05:58.876Z,2024-04-30T22:20:45.450Z,Pixels Game,pixels-game,"['gate', 'huobi', 'bitget', 'mxc', 'bingx']","['pancakeswap-v3-bsc', 'pancakeswap-v3-ethereum']"
reaktor,rkr,Reaktor,https://assets.coingecko.com/coins/images/33291/large/REAKTOR.png?1701400698,1.293e-05,0.0,-1,5038653.0,5801.94,1.408e-05,1.257e-05,-5.06087302332e-07,-3.76526,0.0,0.0,0.0,390067218828.0,2000000000000.0,6.36e-05,-79.75609,2024-03-06T16:35:13.233Z,4.78e-06,169.56164,2023-12-18T16:10:31.187Z,2024-04-30T22:19:03.533Z,Pixels Game,pixels-game,[],['uniswap_v2']
real-big-coin,rbc,Real BIG Coin,https://assets.coingecko.com/coins/images/30926/large/RBC_LOGO.png?1696529769,1.13048e-07,0.0,-1,112787.0,213.0,1.25631e-07,1.08772e-07,-1.0651508705e-08,-8.6108,0.0,0.0,0.0,1000000000000.0,-1.0,2.91e-06,-96.13958,2023-07-17T05:42:19.975Z,9.8116e-08,14.4251,2024-04-26T22:35:16.356Z,2024-04-30T22:18:22.565Z,Pixels Game,pixels-game,[],['pulsex-v2']
realfinance-network,refi,Realfinance Network,https://assets.coingecko.com/coins/images/15194/large/high.png?1696514851,3.295e-05,0.0,-1,3297.91,803.6,4.007e-05,5e-06,-4.040017545646e-06,-10.92131,0.0,0.0,0.0,100000000.0,-1.0,0.04305485,-99.92344,2021-05-03T23:28:15.211Z,2.80888e-07,11635.80005,2024-04-11T11:01:11.761Z,2024-04-30T22:19:16.128Z,Pixels Game,pixels-game,['bibox'],['pancakeswap_new']
redfeg,redfeg,RedFeg,https://assets.coingecko.com/coins/images/17292/large/redfeg.PNG?1696516846,1.49877e-13,0.0,-1,149102.0,3.0,1.55172e-13,1.43487e-13,-2.568e-15,-1.68424,0.0,0.0,0.0,1e+18,1e+18,1.6121e-11,-99.07376,2021-07-26T08:39:41.419Z,5.7901e-14,157.88193,2023-10-09T16:50:50.874Z,2024-04-30T22:20:47.978Z,Pixels Game,pixels-game,[],['pancakeswap_new']
red-hat-games,agame,Red Hat Games,https://assets.coingecko.com/coins/images/35032/large/logo_RHGv2_Transparent.png?1707179912,2.41907e-10,0.0,-1,24125.0,243.63,2.85902e-10,2.3759e-10,-3.4630988e-11,-12.52306,0.0,0.0,0.0,100000000000000.0,-1.0,2.79e-09,-91.35209,2024-02-10T01:05:13.332Z,2.3759e-10,1.54047,2024-04-30T20:02:54.469Z,2024-04-30T22:14:45.674Z,Pixels Game,pixels-game,[],['traderjoe']
red-pepe-2,rpepe,Red Pepe,https://assets.coingecko.com/coins/images/33686/large/Next_ohne_200x200.png?1702731921,3.302e-09,0.0,-1,229254.0,47.21,3.598e-09,3.299e-09,-1.50193217e-10,-4.35013,0.0,0.0,0.0,69420000000000.0,69420000000000.0,3.5076e-08,-90.58505,2023-12-17T11:19:28.605Z,2.739e-09,20.55464,2024-04-13T20:51:07.383Z,2024-04-30T18:01:48.169Z,Pixels Game,pixels-game,[],['traderjoe']
red-pill-2,rpill,Red Pill,https://assets.coingecko.com/coins/images/33896/large/2023-12-21_07.20.32.jpg?1703233932,1.7e-06,0.0,-1,1022076.0,59254.0,1.82e-06,1.45e-06,1.09011e-07,6.8648,0.0,0.0,0.0,690000000000.0,690000000000.0,4.72e-05,-96.88512,2024-01-02T05:01:38.924Z,2.2241e-08,6510.31934,2024-02-20T05:31:55.886Z,2024-04-30T22:17:40.286Z,Pixels Game,pixels-game,['bilaxy'],['uniswap_v3']
red-ponzi-gud,rpg,Red Ponzi Gud,https://assets.coingecko.com/coins/images/33715/large/rpg.png?1702879986,1.566e-09,0.0,-1,156148.0,14.29,1.726e-09,1.538e-09,-1.02078366e-10,-6.1205,0.0,0.0,0.0,100000000000000.0,100000000000000.0,3.9905e-08,-96.08704,2023-12-18T21:04:30.087Z,1.016e-09,53.72789,2024-03-05T20:41:21.301Z,2024-04-30T22:14:45.606Z,Pixels Game,pixels-game,[],['traderjoe']
red-the-mal,red,Red The Mal,https://assets.coingecko.com/coins/images/35868/large/Red_The_Mal.png?1709972699,0.01700869,0.0,-1,1653947.0,254385.0,0.01850843,0.01402381,-0.000293650842460382,-1.69717,0.0,0.0,0.0,99680785.0,99680785.0,0.062708,-73.53123,2024-03-19T04:27:20.769Z,0.00766114,116.65243,2024-03-10T03:27:14.882Z,2024-04-30T22:19:52.843Z,Pixels Game,pixels-game,[],"['jupiter', 'raydium2']"
red-token,red,RED TOKEN,https://assets.coingecko.com/coins/images/27153/large/red.png?1696526204,4.34e-06,0.0,-1,432627.0,44176.0,4.66e-06,4.26e-06,-2.94767752019e-07,-6.36113,0.0,0.0,0.0,100000000000.0,-1.0,0.03000581,-99.98556,2022-09-16T06:17:15.825Z,3.57e-06,21.31794,2023-10-11T22:46:03.541Z,2024-04-30T22:20:38.801Z,Pixels Game,pixels-game,"['gate', 'mxc']",[]
refinable,fine,Refinable,https://assets.coingecko.com/coins/images/14925/large/profilepic_square.png?1696514586,0.00575895,0.0,-1,2868837.0,162293.0,0.00593488,0.00570648,-0.000121979438089784,-2.07415,0.0,0.0,0.0,500000000.0,-1.0,9.05,-99.93653,2021-04-27T14:51:41.319Z,1.0327e-08,55587268.65326,2023-09-26T01:59:26.846Z,2024-04-30T22:20:50.173Z,Pixels Game,pixels-game,['bitmax'],['pancakeswap-v3-bsc']
reflect,$reflect,$Reflect,https://assets.coingecko.com/coins/images/37103/large/reflect.jpeg?1713318642,0.00016421,0.0,-1,162972.0,128758.0,0.00017741,0.00016275,-1.234595227543e-05,-6.99267,0.0,0.0,0.0,1000000000.0,1000000000.0,0.00177337,-90.72728,2024-04-23T14:39:32.838Z,0.00016275,1.03779,2024-04-30T19:55:27.695Z,2024-04-30T22:19:19.857Z,Pixels Game,pixels-game,['bitmax'],"['uniswap-v3-base', 'sushiswap-v2-base']"
reflex,rfx,Reflex,https://assets.coingecko.com/coins/images/12745/large/2MKGMRCT_400x400.png?1696512543,0.00011481,0.0,-1,114884.0,2.3,0.00012893,0.00011477,-1.346789046472e-05,-10.49929,0.0,0.0,0.0,1000000000.0,-1.0,0.03511991,-99.6729,2022-02-28T01:40:01.514Z,6.02e-06,1808.80923,2023-08-18T13:13:46.886Z,2024-04-30T22:18:52.017Z,Pixels Game,pixels-game,['latoken'],[]
r-games,rgame,R Games,https://assets.coingecko.com/coins/images/36501/large/2023-04-20_11.42.52.jpg?1711618565,0.01657135,0.0,-1,16551962.0,625872.0,0.01775798,0.01646277,-0.000631575667563167,-3.67133,0.0,0.0,0.0,1000000000.0,1000000000.0,0.03030991,-45.36307,2024-04-12T10:11:57.897Z,0.0147377,12.36763,2024-04-19T02:32:25.123Z,2024-04-30T22:20:20.732Z,Pixels Game,pixels-game,"['bingx', 'bilaxy']",[]
ribus,rib,Ribus,https://assets.coingecko.com/coins/images/35111/large/icon-ribus-200.png?1707391243,0.01956204,0.0,-1,5864541.0,15315.63,0.02202968,0.0180178,-0.002109790120288273,-9.73517,0.0,0.0,0.0,299630000.0,300000000.0,0.073488,-73.42031,2024-02-09T00:07:38.146Z,0.0180178,8.40885,2024-04-30T19:58:01.270Z,2024-04-30T22:17:24.771Z,Pixels Game,pixels-game,[],['uniswap_v3_polygon_pos']
rich-rabbit,rabbit,Rich Rabbit,https://assets.coingecko.com/coins/images/34758/large/southeast.jpeg?1705982316,0.0486493,0.0,-1,-1.0,20376.0,0.051341,0.04800558,-0.001456926929075127,-2.90768,0.0,0.0,0.0,0.0,-1.0,0.130015,-62.37198,2024-03-31T23:03:04.096Z,0.02150755,127.46491,2024-02-17T05:59:22.973Z,2024-04-30T22:20:43.884Z,Pixels Game,pixels-game,['bitget'],"['jupiter', 'raydium2']"
rimaunangis,rxt,RIMAUNANGIS,https://assets.coingecko.com/coins/images/27598/large/Logo_rimaunangis_200x200_%283%29.png?1696526629,0.02909111,0.0,-1,58182227.0,10.0,0.02909111,0.02909111,0.0,0.0,0.0,0.0,0.0,2000000000.0,2000000000.0,15.3,-99.80991,2022-10-06T17:14:13.672Z,0.0094849,206.70969,2023-12-21T01:31:15.736Z,2024-04-29T09:45:52.091Z,Pixels Game,pixels-game,['probit'],[]
rocky,rocky,Rocky,https://assets.coingecko.com/coins/images/33099/large/l4jBGhzS_400x400.jpg?1712720413,0.02517074,0.0,-1,25171.0,56.18,0.02517074,0.02517074,0.0,0.0,0.0,0.0,0.0,1000000.0,1000000.0,0.241739,-89.58766,2023-12-05T23:33:46.343Z,0.01804452,39.49242,2024-01-08T03:33:45.357Z,2024-04-29T08:00:34.498Z,Pixels Game,pixels-game,[],['jupiter']
rodeo-finance,rdo,Rodeo Finance,https://assets.coingecko.com/coins/images/30905/large/RDO_ticker_logo_-_color-01-01.png?1696529750,0.04114994,0.0,-1,-1.0,559.14,0.04510737,0.04015503,-0.002976096795306319,-6.74454,0.0,0.0,0.0,0.0,100000000.0,0.291577,-85.94267,2023-07-08T15:25:27.966Z,0.03967264,3.31537,2023-10-19T13:03:17.761Z,2024-04-30T22:19:05.430Z,Pixels Game,pixels-game,[],"['camelot-v3', 'camelot']"
rogin-ai,rog,ROGin AI,https://assets.coingecko.com/coins/images/25922/large/20490.png?1696525002,0.41633,0.0,-1,83353698.0,1708769.0,0.419176,0.411574,-0.000830586224165209,-0.1991,0.0,0.0,0.0,200000000.0,-1.0,0.529666,-21.32141,2023-06-03T19:45:02.777Z,0.132825,213.74653,2023-03-04T02:08:00.111Z,2024-04-30T22:20:10.490Z,Pixels Game,pixels-game,"['mxc', 'lbank']",[]
rond,rond,ROND,https://assets.coingecko.com/coins/images/27601/large/rond.png?1696526632,0.00339385,0.0,-1,3396393658.0,643405.0,0.00359564,0.0033537,-2.2011719985029e-05,-0.6444,0.0,0.0,0.0,1000000000000.0,-1.0,0.313196,-98.9169,2022-10-03T04:26:34.881Z,0.00093895,261.27491,2023-09-21T12:30:39.685Z,2024-04-30T22:20:46.783Z,Pixels Game,pixels-game,"['bybit_spot', 'xt']",[]
roost,roost,Roost,https://assets.coingecko.com/coins/images/36458/large/roost.jpeg?1711493580,0.01774893,0.0,-1,17700799.0,3482137.0,0.02029335,0.01494502,0.00156721,9.6851,0.0,0.0,0.0,1000000000.0,1000000000.0,0.131903,-86.58867,2024-03-27T09:23:42.994Z,0.01359063,30.1624,2024-04-29T18:52:12.400Z,2024-04-30T22:20:32.573Z,Pixels Game,pixels-game,"['gate', 'bitget', 'bitrue', 'digifinex', 'bitmart', 'mxc', 'lbank', 'xt', 'coinw', 'bingx', 'poloniex', 'bitmax']",['uniswap-v3-base']
root-protocol,isme,Root Protocol,https://assets.coingecko.com/coins/images/36564/large/root-0313_%282%29.jpg?1711906595,0.01487837,0.0,-1,817825.0,340504.0,0.01807916,0.0146216,-0.002949308282843986,-16.54342,0.0,0.0,0.0,55000000.0,1000000000.0,0.03960367,-62.48909,2024-04-02T07:50:21.867Z,0.01332096,11.52124,2024-04-25T09:02:54.759Z,2024-04-30T22:20:20.548Z,Pixels Game,pixels-game,['gate'],[]
safememe,sme,SafeMeme,https://assets.coingecko.com/coins/images/15529/large/safememe.png?1696515171,1.012e-09,0.0,-1,1011.54,0.0,1.012e-09,1.012e-09,0.0,0.0,0.0,0.0,0.0,1000000000000.0,-1.0,2.074e-05,-99.99512,2021-05-16T06:32:48.888Z,1.012e-09,0.0,2021-10-30T21:23:12.882Z,2024-04-30T03:22:24.836Z,Pixels Game,pixels-game,[],['pancakeswap_new']
safemuun,safemuun,Safemuun,https://assets.coingecko.com/coins/images/36203/large/Safemuun.png?1710833208,4.226e-05,0.0,-1,40012.0,2757.92,5.683e-05,4.134e-05,-9.113074458e-06,-17.73837,0.0,0.0,0.0,946091943.0,946091943.0,0.00293406,-98.55906,2024-03-31T08:32:09.995Z,1.637e-05,158.30979,2024-04-21T11:33:40.844Z,2024-04-30T22:19:07.747Z,Pixels Game,pixels-game,[],"['jupiter', 'raydium2']"
safe-nebula,snb,Safe Nebula,https://assets.coingecko.com/coins/images/16944/large/SNB-Logo-400x400.png?1696516513,7.891e-12,0.0,-1,710.1,0.499917,8.007e-12,4.013e-12,-1.06102e-13,-1.3267,0.0,0.0,0.0,90000000000000.0,-1.0,4.182e-09,-99.81131,2021-08-26T00:50:40.312Z,1.6e-12,393.21066,2022-12-02T04:38:14.218Z,2024-04-30T22:20:59.257Z,Pixels Game,pixels-game,['latoken'],[]
safereum,safereum,SAFEREUM,https://assets.coingecko.com/coins/images/32179/large/FD173148-2002-420F-B138-E8DB70F754A0.png?1696743020,2.61822e-07,0.0,-1,260835.0,3.84,2.81851e-07,2.56266e-07,-1.6463716539e-08,-5.91613,0.0,0.0,0.0,1000000000000.0,1000000000000.0,1.815e-05,-98.56601,2023-10-21T15:55:14.347Z,1.00119e-07,159.99663,2024-02-13T02:15:52.625Z,2024-04-30T22:18:55.471Z,Pixels Game,pixels-game,[],['uniswap_v2']
safetrees,trees,Safetrees,https://assets.coingecko.com/coins/images/16202/large/ST_newLogo_200x.png?1696515802,7.701e-09,0.0,-1,7661279.0,2261.46,8.264e-09,7.541e-09,-4.18676176e-10,-5.15624,0.0,0.0,0.0,1000000000000000.0,-1.0,2.06001e-07,-96.27562,2021-11-02T15:14:55.935Z,5.185e-09,47.97961,2023-06-15T23:25:07.702Z,2024-04-30T22:20:51.687Z,Pixels Game,pixels-game,[],['pancakeswap_new']
sandwich-cat,saca,Sandwich Cat,https://assets.coingecko.com/coins/images/36876/large/200x200_%281%29.png?1712646447,0.00084277,0.0,-1,842316.0,69968.0,0.00096924,0.00077224,7.12e-06,0.85231,0.0,0.0,0.0,1000000000.0,1000000000.0,0.00180166,-53.2477,2024-04-25T08:12:56.317Z,3.762e-05,2139.1106,2024-04-18T06:52:41.727Z,2024-04-30T22:17:22.699Z,Pixels Game,pixels-game,[],"['uniswap-v3-base', 'uniswap-v2-base']"
sangkara,misa,Sangkara,https://assets.coingecko.com/coins/images/25360/large/misa.png?1696524493,2.60921e-07,0.0,-1,52184.0,26.68,2.6219e-07,2.3345e-07,2.747e-08,11.76715,0.0,0.0,0.0,200000000000.0,200000000000.0,0.00537751,-99.99515,2022-06-15T10:49:33.933Z,9.7952e-08,166.37591,2023-05-08T03:45:29.960Z,2024-04-30T15:27:52.390Z,Pixels Game,pixels-game,['probit'],[]
sardis-network,srds,Sardis Network,https://assets.coingecko.com/coins/images/32556/large/srds_logo_transparent_200x200.png?1698503150,0.01864568,0.0,-1,5867379.0,106788.0,0.01871172,0.01853318,-3.0964241669e-07,-0.00166,0.0,0.0,0.0,314149265.0,314149265.0,0.04805641,-61.19546,2023-12-02T20:34:07.178Z,0.00900954,106.98142,2023-11-04T03:09:12.270Z,2024-04-30T22:17:19.913Z,Pixels Game,pixels-game,['mxc'],[]
satellite-doge-1-mission,doge-1,Satellite Doge-1 Mission,https://assets.coingecko.com/coins/images/33316/large/logo_200-200.png?1701413684,0.00114206,0.0,-1,1134078.0,15926.41,0.00125227,0.00110944,2.816e-05,2.52844,0.0,0.0,0.0,1000000000.0,1000000000.0,0.01596978,-92.89045,2023-12-20T03:54:46.979Z,0.00094736,19.8469,2024-04-12T20:11:41.235Z,2024-04-30T22:20:05.169Z,Pixels Game,pixels-game,['biconomy'],[]
satoshi-island,stc,Satoshi Island,https://assets.coingecko.com/coins/images/26975/large/2KstL9si_400x400.jpeg?1696526029,0.309374,0.0,-1,6511206.0,333930.0,0.344793,0.296392,-0.027393594314262026,-8.13426,0.0,0.0,0.0,21000000.0,-1.0,12.05,-97.4194,2022-08-22T12:34:48.943Z,0.089926,245.9208,2023-10-20T17:46:53.674Z,2024-04-30T22:20:37.001Z,Pixels Game,pixels-game,"['okex', 'huobi', 'bibox', 'bitmart']",[]
satoshi-nakamoto-rune,丰,SATOSHI•NAKAMOTO,https://assets.coingecko.com/coins/images/37190/large/satoshi-nakamoto-rune.jpeg?1713672566,1.9,0.0,-1,39814661.0,3109793.0,2.35,1.7,-0.2888950750367081,-13.20914,0.0,0.0,0.0,21000000.0,21000000.0,8.94,-78.98446,2024-04-21T05:49:56.198Z,1.7,10.36282,2024-04-30T15:21:47.156Z,2024-04-30T22:20:20.744Z,Pixels Game,pixels-game,['coinw'],['cube']
satozhi,satoz,Satozhi,https://assets.coingecko.com/coins/images/14786/large/0GeSrIaQ_400x400.jpg?1696514455,0.03088574,0.0,-1,327141.0,1825.27,0.03199574,0.02972849,-5.7072682156756e-05,-0.18445,0.0,0.0,0.0,10654439.598157,-1.0,2.92,-98.9479,2021-05-09T19:19:24.466Z,0.00944362,225.82794,2023-10-11T16:44:24.049Z,2024-04-30T22:20:44.361Z,Pixels Game,pixels-game,['probit'],[]
saturna,sat,Saturna,https://assets.coingecko.com/coins/images/15545/large/dkejn0.png?1696515186,1.162e-09,0.0,-1,-1.0,64.46,1.19e-09,8.74633e-10,7.8873e-11,7.28345,0.0,0.0,0.0,0.0,-1.0,8.3449e-08,-98.61301,2021-05-16T18:31:53.171Z,1.99364e-10,480.56003,2023-01-22T21:54:09.212Z,2024-04-30T22:20:49.004Z,Pixels Game,pixels-game,['probit'],[]
secret-skellies-society,$crypt,Secret Skellies Society,https://assets.coingecko.com/coins/images/28865/large/plain-skull_Large_200x200.png?1696527839,0.00129234,0.0,-1,1432.18,332.29,0.00142505,0.00125746,-0.000126237077021382,-8.89886,0.0,0.0,0.0,1108606.0,-1.0,0.190681,-99.32294,2023-02-02T19:09:32.510Z,0.0005522,133.79925,2023-08-29T02:28:38.134Z,2024-04-30T22:17:20.979Z,Pixels Game,pixels-game,[],['raydium2']
secretum,ser,Secretum,https://assets.coingecko.com/coins/images/25378/large/ser.png?1696524511,0.00234149,0.0,-1,245680.0,28619.0,0.00245909,0.00206149,0.00020452,9.57075,0.0,0.0,0.0,100000000.0,100000000.0,1.34,-99.81584,2022-05-01T13:15:14.499Z,0.00049997,391.84635,2023-09-22T23:33:24.160Z,2024-04-30T22:17:11.053Z,Pixels Game,pixels-game,['mxc'],[]
